0,0,267.66
0,1,271.06
0,2,184.45
0,3,115.65
0,4,280.37
0,5,157.67
0,6,1.72
0,7,166.28
0,8,98.89
0,9,93.72
0,10,87.77
0,11,261.66
0,12,300.92
0,13,115.88
0,14,246.65
0,15,243.19
0,16,319.14
1,0,97.66
1,1,276.35
1,2,359.45
1,3,124.65
1,4,109.37
1,5,164.59
1,6,7.35
1,7,352.71
1,8,287.89
1,9,280.15
1,10,97.77
1,11,91.66
1,12,128.42
1,13,303.38
1,14,253.08
1,15,68.82
1,16,324.77
2,0,287.66
2,1,281.65
2,2,174.45
2,3,313.65
2,4,118.37
2,5,171.51
2,6,12.97
2,7,359.14
2,8,116.89
2,9,286.58
2,10,287.77
2,11,101.66
2,12,135.92
2,13,310.88
2,14,79.51
2,15,74.44
2,16,150.39
3,0,359.35
3,1,2.76
3,2,6.09
3,3,9.09
3,4,191.45
3,5,12.81
3,6,192.72
3,7,10.73
3,8,6.46
3,9,180.8
3,10,354.7
3,11,168.72
3,12,163.3
3,13,158.66
3,14,154.83
3,15,151.72
4,0,307.66
4,1,292.23
4,2,164.45
4,3,151.65
4,4,316.37
4,5,5.36
4,6,1.72
4,7,191.99
4,8,134.89
4,9,299.43
4,10,307.77
4,11,121.66
4,12,150.92
4,13,325.88
4,14,92.37
4,15,85.69
4,16,139.14
5,0,137.66
5,1,117.53
5,2,339.45
5,3,340.65
5,4,325.37
5,5,192.28
5,6,356.1
5,7,185.56
5,8,323.89
5,9,125.86
5,10,317.77
5,11,311.66
5,12,338.42
5,13,333.38
5,14,98.79
5,15,91.32
5,16,133.52
6,0,327.66
6,1,302.82
6,2,334.45
6,3,349.65
6,4,334.37
6,5,5.36
6,6,170.47
6,7,359.14
6,8,152.89
6,9,312.29
6,10,147.77
6,11,321.66
6,12,165.92
6,13,340.88
6,14,105.22
6,15,276.94
6,16,127.89
7,0,359.35
7,1,2.76
7,2,6.09
7,3,9.09
7,4,191.45
7,5,12.81
7,6,192.72
7,7,10.73
7,8,6.46
7,9,180.8
7,10,174.7
7,11,168.72
7,12,163.3
7,13,158.66
7,14,154.83
7,15,151.72
8,0,347.66
8,1,133.41
8,2,324.45
8,3,7.65
8,4,352.37
8,5,171.51
8,6,339.22
8,7,166.28
8,8,350.89
8,9,145.15
8,10,167.77
8,11,341.66
8,12,150.92
8,13,325.88
8,14,298.08
8,15,288.19
8,16,116.64
9,0,357.66
9,1,138.7
9,2,139.45
9,3,178.65
9,4,1.37
9,5,164.59
9,6,153.6
9,7,339.85
9,8,179.89
9,9,331.58
9,10,177.77
9,11,171.66
9,12,323.42
9,13,138.38
9,14,124.51
9,15,113.82
9,16,111.02
10,0,347.66
10,1,144.0
10,2,134.45
10,3,349.65
10,4,10.37
10,5,157.67
10,6,147.97
10,7,333.42
10,8,188.89
10,9,158.0
10,10,167.77
10,11,341.66
10,12,315.92
10,13,310.88
10,14,130.94
10,15,119.44
10,16,285.39
11,0,179.35
11,1,2.76
11,2,6.09
11,3,9.09
11,4,191.45
11,5,12.81
11,6,192.72
11,7,190.73
11,8,6.46
11,9,180.8
11,10,174.7
11,11,168.72
11,12,163.3
11,13,158.66
11,14,154.83
11,15,151.72
12,0,147.66
12,1,154.59
12,2,124.45
12,3,151.65
12,4,352.37
12,5,323.82
12,6,316.72
12,7,140.56
12,8,350.89
12,9,350.86
12,10,147.77
12,11,141.66
12,12,300.92
12,13,295.88
12,14,143.79
12,15,310.69
12,16,94.14
13,0,137.66
13,1,159.88
13,2,119.45
13,3,142.65
13,4,163.37
13,5,136.9
13,6,311.1
13,7,314.14
13,8,161.89
13,9,357.29
13,10,317.77
13,11,131.66
13,12,113.42
13,13,108.38
13,14,330.22
13,15,316.32
13,16,268.52
14,0,127.66
14,1,345.17
14,2,294.45
14,3,313.65
14,4,154.37
14,5,129.97
14,6,305.47
14,7,307.71
14,8,332.89
14,9,183.72
14,10,127.77
14,11,121.66
14,12,285.92
14,13,100.88
14,14,336.65
14,15,321.94
14,16,82.89
15,0,179.35
15,1,2.76
15,2,6.09
15,3,9.09
15,4,11.45
15,5,12.81
15,6,192.72
15,7,190.73
15,8,186.46
15,9,180.8
15,10,174.7
15,11,168.72
15,12,163.3
15,13,158.66
15,14,154.83
15,15,151.72
16,0,107.66
16,1,175.76
16,2,104.45
16,3,115.65
16,4,136.37
16,5,296.13
16,6,114.22
16,7,294.85
16,8,314.89
16,9,350.86
16,10,287.77
16,11,101.66
16,12,270.92
16,13,85.88
16,14,143.79
16,15,333.19
16,16,71.64
17,0,277.66
17,1,181.06
17,2,279.45
17,3,286.65
17,4,307.37
17,5,289.2
17,6,108.6
17,7,288.42
17,8,125.89
17,9,344.43
17,10,97.77
17,11,91.66
17,12,263.42
17,13,258.38
17,14,317.37
17,15,147.57
17,16,66.02
18,0,267.66
18,1,355.76
18,2,94.45
18,3,277.65
18,4,118.37
18,5,102.28
18,6,102.97
18,7,281.99
18,8,116.89
18,9,158.0
18,10,87.77
18,11,261.66
18,12,75.92
18,13,250.88
18,14,310.94
18,15,321.94
18,16,240.39
19,0,359.35
19,1,2.76
19,2,6.09
19,3,9.09
19,4,191.45
19,5,12.81
19,6,12.72
19,7,190.73
19,8,6.46
19,9,180.8
19,10,354.7
19,11,348.72
19,12,163.3
19,13,338.66
19,14,334.83
19,15,331.72
