0,0,180.0
0,1,18.0
0,2,36.0
0,3,54.0
0,4,252.0
0,5,270.0
0,6,72.0
0,7,54.0
0,8,216.0
0,9,198.0
0,10,180.0
0,11,198.0
0,12,36.0
0,13,54.0
0,14,252.0
0,15,270.0
1,0,191.51
1,1,28.62
1,2,45.0
1,3,241.38
1,4,258.49
1,5,78.49
1,6,61.38
1,7,225.0
1,8,28.62
1,9,11.51
1,10,191.51
1,11,208.62
1,12,45.0
1,13,61.38
1,14,78.49
1,15,78.49
2,0,185.19
2,1,202.43
2,2,217.69
2,3,52.31
2,4,247.57
2,5,264.81
2,6,247.57
2,7,232.31
2,8,217.69
2,9,22.43
2,10,5.19
2,11,202.43
2,12,37.69
2,13,52.31
2,14,67.57
2,15,264.81
3,0,16.89
3,1,31.79
3,2,45.0
3,3,58.21
3,4,253.11
3,5,73.11
3,6,58.21
3,7,45.0
3,8,31.79
3,9,196.89
3,10,16.89
3,11,211.79
3,12,225.0
3,13,238.21
3,14,73.11
3,15,73.11
4,0,11.31
4,1,206.94
4,2,39.28
4,3,230.72
4,4,243.06
4,5,78.69
4,6,243.06
4,7,50.72
4,8,39.28
4,9,26.94
4,10,191.31
4,11,206.94
4,12,219.28
4,13,230.72
4,14,243.06
4,15,78.69
5,0,22.7
5,1,214.87
5,2,45.0
5,3,55.13
5,4,247.3
5,5,247.3
5,6,55.13
5,7,225.0
5,8,34.87
5,9,202.7
5,10,202.7
5,11,214.87
5,12,45.0
5,13,55.13
5,14,67.3
5,15,67.3
6,0,18.43
6,1,211.49
6,2,40.79
6,3,229.21
6,4,238.51
6,5,251.57
6,6,58.51
6,7,229.21
6,8,40.79
6,9,31.49
6,10,18.43
6,11,31.49
6,12,40.79
6,13,49.21
6,14,58.51
6,15,251.57
7,0,28.84
7,1,217.86
7,2,225.0
7,3,232.14
7,4,61.16
7,5,61.16
7,6,52.14
7,7,225.0
7,8,37.86
7,9,28.84
7,10,28.84
7,11,37.86
7,12,45.0
7,13,232.14
7,14,61.16
7,15,61.16
8,0,26.57
8,1,36.02
8,2,222.24
8,3,47.76
8,4,233.98
8,5,63.43
8,6,53.98
8,7,227.76
8,8,222.24
8,9,216.02
8,10,206.57
8,11,36.02
8,12,42.24
8,13,227.76
8,14,53.98
8,15,63.43
9,0,35.22
9,1,40.75
9,2,45.0
9,3,229.25
9,4,54.78
9,5,234.78
9,6,229.25
9,7,225.0
9,8,220.75
9,9,215.22
9,10,35.22
9,11,220.75
9,12,45.0
9,13,229.25
9,14,54.78
9,15,54.78
10,0,215.54
10,1,220.52
10,2,43.63
10,3,46.37
10,4,229.48
10,5,54.46
10,6,229.48
10,7,46.37
10,8,43.63
10,9,40.52
10,10,35.54
10,11,220.52
10,12,43.63
10,13,226.37
10,14,49.48
10,15,54.46
11,0,41.73
11,1,223.59
11,2,45.0
11,3,46.41
11,4,228.27
11,5,228.27
11,6,46.41
11,7,225.0
11,8,223.59
11,9,221.73
11,10,41.73
11,11,43.59
11,12,45.0
11,13,46.41
11,14,48.27
11,15,48.27
12,0,225.0
12,1,225.0
12,2,225.0
12,3,225.0
12,4,225.0
12,5,225.0
12,6,225.0
12,7,225.0
