0,0,207.23
0,1,24.9
0,2,26.6
0,3,206.88
0,4,20.52
0,5,201.96
0,6,7.46
0,7,188.89
0,8,351.18
0,9,171.7
0,10,163.62
0,11,163.74
0,12,163.79
0,13,164.02
0,14,349.68
0,15,350.08
0,16,355.61
0,17,356.03
0,18,0.89
0,19,181.31
0,20,185.18
0,21,185.58
0,22,187.04
0,23,187.86
0,24,186.26
0,25,188.15
0,26,182.42
0,27,187.16
0,28,354.14
0,29,11.56
0,30,343.77
0,31,21.75
0,32,154.82
0,33,33.88
1,0,290.98
1,1,72.83
1,2,109.73
1,3,72.29
1,4,109.08
1,5,251.67
1,6,287.85
1,7,69.99
1,8,105.09
1,9,67.79
1,10,103.14
1,11,246.61
1,12,102.5
1,13,245.86
1,14,102.54
1,15,82.94
1,16,82.16
1,17,82.18
1,18,261.45
1,19,261.49
1,20,260.8
1,21,65.81
1,22,100.51
1,23,245.89
1,24,99.67
1,25,246.17
1,26,98.75
1,27,247.14
1,28,154.19
1,29,277.31
1,30,143.82
1,31,1.79
1,32,314.86
1,33,13.92
2,0,26.05
2,1,205.39
2,2,22.83
2,3,24.01
2,4,193.95
2,5,195.8
2,6,358.51
2,7,179.66
2,8,347.92
2,9,348.31
2,10,164.97
2,11,165.18
2,12,168.5
2,13,168.88
2,14,173.28
2,15,173.64
2,16,177.54
2,17,177.94
2,18,181.69
2,19,182.1
2,20,184.41
2,21,185.11
2,22,185.22
2,23,186.73
2,24,184.01
2,25,186.88
2,26,359.82
2,27,9.79
2,28,353.45
2,29,196.74
2,30,347.0
2,31,25.27
3,0,110.98
3,1,72.83
3,2,109.73
3,3,72.29
3,4,109.08
3,5,251.67
3,6,287.85
3,7,69.99
3,8,285.09
3,9,247.79
3,10,103.14
3,11,246.61
3,12,102.5
3,13,245.86
3,14,82.96
3,15,262.94
3,16,82.16
3,17,82.18
3,18,81.45
3,19,261.49
3,20,281.28
3,21,65.81
3,22,280.51
3,23,245.89
3,24,279.67
3,25,66.17
3,26,98.75
3,27,247.14
3,28,334.19
3,29,97.31
3,30,323.82
3,31,1.79
3,32,314.86
3,33,13.92
4,0,204.06
4,1,201.74
4,2,203.46
4,3,204.07
4,4,17.85
4,5,199.79
4,6,6.11
4,7,188.03
4,8,353.38
4,9,174.33
4,10,167.68
4,11,348.04
4,12,348.28
4,13,348.64
4,14,351.85
